ID,Condicion,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,M152,M153,M154,M155,M156,M157,M158,M159,M160,M161,M162,M163,M164,M165,M166,M167,M168,M169,M170,M171,M172,M173,M174,M175,M176,M177,M178,M179,M180,M181,M182,M183,M184,M185,M186,M187,M188,M189,M190,M191,M192,M193,M194,M195,M196,M197,M198,M199,M200,M201,M202,M203,M204,M205,M206,M207,M208,M209,M210,M211,M212,M213,M214,M215,M216,M217,M218,M219,M220,M221,M222,M223,M224,M225,M226,M227,M228,M229,M230,M231,M232,M233,M234,M235,M236,M237,M238,M239,M240,M241,M242,M243,M244,M245,M246,M247,M248,M249,M250
PLT021,Estres_hidrico,5.9265,4.1068,5.3637,5.2934,3.8598,4.9893,3.0871,6.6848,4.7476,3.3585,4.2977,4.3307,6.426,7.5013,7.5163,6.3126,4.7505,8.3345,5.8663,3.9364,3.4728,8.3254,7.6787,5.942,6.019,4.0952,6.5001,5.3949,11.1527,3.0257,5.9298,5.458,8.4452,4.6392,5.6317,7.062,6.3401,5.9605,5.2691,8.578,10.6393,7.1044,4.7974,6.6546,7.5061,7.3309,7.7254,4.6228,5.462,6.7513,8.333,5.8839,5.3385,4.7409,7.8123,7.2786,10.5243,3.8212,3.7997,6.5544,5.7742,7.6452,3.4189,3.6612,2.8545,5.0475,8.0913,7.1539,7.5024,3.7858,2.3189,5.8464,6.518,7.2684,4.6049,2.8582,4.5229,6.7955,3.2421,6.7537,9.7181,4.3602,4.5926,4.951,7.7828,4.0244,7.3194,4.2863,7.6618,4.6719,8.8069,6.1896,3.8573,6.7904,6.0919,7.0466,5.5937,5.4192,4.8959,8.3575,5.344,7.4318,3.0944,6.0409,7.8153,5.3548,4.6382,3.9539,4.084,5.4606,7.7077,5.1703,3.3095,4.8858,6.002,6.7931,4.6827,3.8766,8.0063,3.8408,6.5058,4.3023,3.1192,4.8712,5.479,3.5762,7.1889,6.6898,5.3737,9.5599,3.5569,9.5003,7.6318,6.8777,7.6572,7.0736,6.2018,5.7032,4.7201,6.6841,5.3116,4.9032,7.0122,4.6588,4.0017,4.0384,7.5549,7.1882,4.272,8.1096,5.2592,4.4272,4.0638,5.7044,6.8121,7.0628,6.4927,7.4548,7.3504,3.9905,4.8537,5.8797,3.5747,2.4637,6.3434,4.4023,2.7722,7.2228,5.9688,7.3683,6.3829,4.6501,4.5792,5.4532,5.6094,7.7054,5.6301,4.8304,2.9635,6.6442,3.9122,9.4791,6.2616,8.096,5.0057,10.1398,4.6181,3.546,3.5382,4.916,7.9416,5.134,7.505,10.6117,4.1164,4.564,4.9623,5.9445,4.1447,4.433,5.8239,3.3682,5.0515,5.1763,3.9341,6.878,3.2667,6.4035,4.9073,4.9552,3.573,5.9741,4.7175,4.4296,10.1529,8.817,3.066,6.8772,6.03,8.3324,6.5102,4.9845,5.7773,4.2902,6.4212,6.5131,4.208,5.5878,5.7099,6.8387,4.5102,5.0418,3.7067,7.6308,4.9157,5.7749,6.8745,3.5837,2.5369,7.0979,6.932,7.4362,7.8266,3.315,6.9509,6.4356,7.2402,2.4194,8.3368,3.9678
PLT022,Estres_hidrico,6.5221,3.2601,5.9662,4.6259,3.4279,5.0626,3.5992,7.0813,5.0514,4.5166,3.7719,5.1507,6.5251,7.3899,7.2847,7.1135,4.1619,9.4124,5.5888,4.1793,4.063,10.7614,7.2681,6.0167,6.7774,4.4467,7.0023,5.301,9.1791,3.7732,6.248,4.9976,7.738,4.3606,6.3491,7.0464,6.6176,7.4794,5.7501,7.6128,9.9692,7.8665,4.8286,7.1659,7.4987,7.1514,7.5827,4.5295,5.6088,6.59,7.9555,5.3449,5.5136,4.1853,7.4623,7.5179,8.1708,3.2037,3.4232,6.0824,5.5188,8.1645,4.5062,3.5711,3.5688,5.0107,7.5081,6.8874,7.5473,3.7861,2.827,5.5109,6.7856,6.4532,4.7456,3.3758,3.801,7.1203,3.5635,6.5921,9.4235,4.2547,3.6903,4.8355,7.2856,4.5384,8.1273,4.7253,7.577,4.7504,9.0599,5.187,3.8585,6.8941,6.573,7.5519,5.4389,5.7318,5.2773,7.5799,5.1145,7.5345,2.5496,5.0536,7.596,5.62,4.8085,4.5683,3.0369,5.6902,7.6388,5.0796,2.9033,4.9748,6.5817,7.1686,4.9118,3.5803,7.8401,2.897,5.5691,3.8653,3.272,4.8294,5.2834,3.3241,7.34,7.1015,4.9161,9.9617,3.6912,10.502,7.4774,7.1822,7.8409,6.8787,6.1435,5.092,4.7453,6.8497,5.0733,5.8003,7.6335,5.2488,3.9025,4.339,7.809,6.3902,4.9833,8.3425,5.7446,4.1781,4.2556,6.1808,6.5722,8.2496,7.1675,7.8,8.7723,3.768,5.6512,6.0013,3.5728,3.1296,6.7512,2.9806,3.8433,6.9113,5.7848,7.1802,6.6297,4.2244,4.0455,5.5091,4.6701,7.9807,6.5207,4.7601,3.5504,6.2534,5.2274,8.9454,7.3159,7.9454,5.2792,9.9538,3.8093,3.3343,3.2338,4.9134,8.1584,5.0552,7.8134,9.8864,4.3162,4.9092,4.5839,5.9069,3.7843,4.8599,4.8839,3.476,3.9536,5.6688,3.7328,6.5625,3.5392,6.5741,5.7229,5.5299,3.5279,6.0312,4.0961,4.6055,10.6496,7.6644,3.3491,6.7093,7.3756,8.15,5.419,4.2501,5.4785,4.0964,6.925,6.4376,3.6566,5.9337,6.3214,6.181,3.6207,4.7875,3.5198,7.4622,3.9695,5.1798,6.8553,4.0155,3.7366,7.1753,7.2938,7.2113,9.3792,3.9328,7.7252,5.3202,7.3756,3.2991,7.7904,4.4676
PLT023,Estres_hidrico,6.5257,3.7029,4.4764,4.6776,2.9496,5.1885,4.1251,7.415,4.9381,3.1989,4.1256,4.9338,7.2109,6.2819,7.2162,7.2533,4.852,8.9216,5.5398,3.8374,2.9118,8.8867,7.9582,5.8515,6.7385,4.3456,6.6779,5.024,10.7963,3.0953,6.5049,4.4565,7.5938,4.8588,5.8518,7.2085,6.2875,6.8744,5.5668,7.7367,9.5652,7.8806,4.9353,6.9908,6.8823,7.2702,7.5893,4.8155,5.2495,7.2909,8.087,6.0072,4.7013,3.8877,6.9708,7.2034,8.7384,3.1612,3.2896,6.2814,6.6438,7.3823,4.2623,3.9162,1.7072,4.8877,8.8037,6.8162,7.6309,4.7129,2.9434,5.7444,6.4009,6.9968,4.6713,3.712,4.5377,6.5797,3.5563,6.7278,9.9923,4.0837,3.695,4.151,5.5957,4.1153,7.9747,4.4481,7.4105,4.775,6.4835,5.3711,3.7578,6.9897,5.9695,7.743,5.3667,5.3579,5.247,7.588,5.1164,6.9473,3.6827,5.0424,7.7607,5.7944,5.2006,5.2789,3.4755,5.8835,7.435,4.5543,2.9082,4.6797,6.5349,6.7408,4.4953,4.0089,7.8936,3.8327,6.0485,3.6988,3.2221,5.812,6.0028,3.8633,6.3404,6.2182,5.3348,10.313,3.4922,10.575,7.7953,6.6481,7.9287,7.1602,6.1861,5.6445,4.9828,7.6438,5.1805,4.8234,8.3186,4.8682,3.4344,4.3937,7.1949,6.9461,3.9075,7.3763,6.1002,4.402,4.9271,6.2683,7.4539,8.0153,7.821,7.4469,9.3703,4.0806,4.7095,5.8075,3.3257,2.6483,6.4137,3.6662,3.5604,6.2712,6.3516,7.0779,5.2416,4.2375,3.3974,5.6865,4.4906,8.0286,5.6993,4.1235,3.3975,7.7318,4.4493,8.7451,6.5966,8.0713,4.9292,10.9013,4.7007,4.1075,3.2985,5.3536,7.5529,3.7462,7.3808,10.2095,3.8189,4.4328,5.4453,6.6631,3.3671,5.2226,5.298,4.7537,4.4388,5.8522,3.5052,6.1489,2.8707,6.4361,5.5569,5.8973,4.173,6.8253,3.8711,4.1307,11.3804,9.099,3.128,6.9473,6.8288,8.0681,5.5788,4.8657,6.2367,3.81,6.6009,7.5638,3.9199,5.6815,6.7619,6.1816,4.3428,4.6696,3.7728,8.0648,4.9292,5.5652,6.6888,3.5874,3.5578,7.0534,5.7401,6.8128,9.1696,3.3891,7.4135,6.1955,7.4426,4.076,7.8389,3.7883
PLT024,Estres_hidrico,6.5462,3.0745,4.4876,5.1766,3.2263,5.2431,4.1001,6.9594,4.6763,4.0859,4.4103,4.393,6.7516,6.5953,7.8625,6.6804,4.0655,9.2626,5.5844,3.1936,3.3505,10.0637,7.1308,5.6018,6.7222,3.7632,6.2121,5.386,9.4515,2.736,6.1853,4.5635,8.3137,4.3011,5.5084,7.5061,6.1824,5.1647,5.3155,7.1813,9.2297,8.1237,4.6828,7.062,6.8801,7.216,7.8109,4.7874,5.7604,5.684,8.7695,5.753,4.9064,4.283,7.4826,7.167,7.8724,2.7466,3.8674,6.076,6.7521,7.0058,4.5512,3.3513,2.9876,4.3722,7.6606,7.2888,7.584,3.9811,2.7858,5.2341,6.6119,7.3061,4.447,3.6047,4.739,7.3747,3.7444,6.7721,9.7233,5.4925,3.7042,4.8888,7.5787,4.5078,7.9169,4.953,7.9788,4.7058,8.5997,5.9279,3.9149,7.17,5.9703,7.6728,5.7674,5.2887,5.1791,7.497,5.2668,7.8985,3.5175,5.0443,7.9616,5.7427,5.8981,4.6784,3.4268,5.7272,8.1276,4.7827,3.6874,3.735,6.0123,7.1647,5.6158,3.7677,7.7417,3.1074,5.4768,4.4355,2.9729,5.1311,6.3608,3.8635,7.2578,7.4972,5.564,9.2289,4.0709,9.5188,7.0337,7.0682,7.6337,7.0689,5.6189,6.645,5.2956,6.056,4.8366,4.795,7.1628,5.4406,3.7618,4.9101,7.2936,6.3946,4.3887,7.4255,5.8411,5.2355,4.9593,6.0785,6.887,7.5028,7.9722,6.8656,7.6265,4.0381,5.9421,6.5254,2.6352,4.1154,6.8306,3.7054,3.6447,7.9435,6.1249,7.461,5.5832,4.9128,4.3136,5.3576,4.4851,7.4993,6.0001,5.9004,2.6095,7.2146,4.0438,8.9915,6.5588,8.3729,5.6741,8.9675,4.3047,4.3488,3.0624,5.9678,8.1744,4.4208,6.8555,11.3549,4.37,5.0276,5.0729,5.323,3.6487,5.0884,5.0719,4.1255,5.2189,6.1026,3.5866,6.1335,2.2758,5.6068,5.8282,5.3518,3.7141,5.8431,4.907,4.6113,8.9359,10.0384,3.2906,6.3109,7.1311,7.9909,5.1772,4.9419,5.7906,3.8885,6.8657,7.191,3.5808,6.3152,6.4933,6.628,3.5693,4.8417,3.7619,6.6093,4.7613,5.8894,6.345,3.7956,3.7366,6.4852,7.3932,6.7119,8.2618,4.2261,7.4407,5.2637,7.7606,2.7185,8.0163,3.7861
PLT025,Estres_hidrico,6.7704,3.8046,4.6145,5.0485,3.2057,4.4103,4.2255,6.7557,5.3761,4.2134,3.7201,4.5193,7.4288,7.8548,7.7333,6.6141,3.6015,8.3265,5.7012,3.0737,3.1293,9.7521,7.0599,6.2544,6.1223,4.4116,6.8021,5.7986,9.256,3.0557,6.3313,5.1871,7.3762,3.8982,6.2182,7.5533,6.3824,6.0117,4.6452,7.5474,10.2911,6.9057,4.1957,7.2919,7.1776,7.6686,7.2042,4.07,5.5155,6.313,8.2423,5.3608,5.2427,4.1483,7.4267,7.0933,8.9695,3.507,2.9505,6.3349,7.4744,7.6463,4.3025,4.076,3.2096,5.3912,8.3314,7.635,8.1246,3.7825,2.2152,5.3363,6.9843,6.5534,3.7443,3.2802,4.4128,6.4023,3.6436,6.544,8.9823,4.4392,3.9344,4.9813,6.6949,4.4647,7.899,3.9337,7.2861,4.379,9.0137,5.5491,4.1607,7.0516,5.1755,7.6313,4.6792,5.1807,5.1805,8.0809,5.8308,7.8631,3.4365,5.5313,7.5133,5.5339,6.0518,4.9082,2.9836,5.2771,7.4345,5.1562,2.7387,4.1452,6.0431,6.6838,5.2756,3.9206,7.9171,4.2825,5.9251,4.7352,3.1883,5.8528,5.9865,3.1401,6.6951,7.0995,5.2722,10.6412,4.03,9.1902,7.4377,6.3595,8.2388,6.7112,5.8755,6.2643,5.0619,7.0168,4.7512,4.8067,7.8062,5.0156,3.4522,3.9175,7.0963,7.2535,4.8071,8.2737,6.1067,4.3234,5.2971,5.9568,6.4884,7.849,7.3857,6.7979,9.8115,3.4233,5.1164,6.3742,4.0944,2.2897,5.9684,3.3955,4.4147,7.6842,6.4374,7.589,6.2783,4.7737,3.5956,5.1453,3.9385,7.4965,6.22,4.5535,3.287,6.3991,4.1125,9.1863,5.6503,7.5649,4.6605,9.8599,4.4734,4.7729,3.4422,5.0787,8.2497,5.1286,7.5753,10.5415,3.8175,3.9496,4.2969,4.716,3.5936,4.8502,5.8264,3.9061,3.7816,5.4084,3.3673,5.8156,3.5465,6.2476,5.4343,5.1763,3.4346,6.2946,3.9378,5.0415,9.5662,9.9141,2.299,7.6778,6.1191,7.7254,5.8022,4.2063,6.1853,3.5833,6.7624,5.928,3.3346,5.7214,6.6455,6.1292,3.7537,4.2591,3.9329,7.9092,4.3003,5.1722,6.691,3.7936,3.6317,7.131,6.6682,7.5214,7.5858,3.7067,7.3556,5.6736,8.3395,2.9442,7.7039,3.5794
PLT026,Estres_hidrico,7.5225,3.4595,5.033,5.4893,3.7162,5.7982,4.2691,7.1538,5.3254,2.9827,3.7581,5.0774,7.936,7.5957,6.857,6.9282,4.13,9.3117,4.4399,3.7745,4.3399,8.4174,7.2296,5.9307,6.2346,4.0708,6.2576,5.1254,10.0521,3.2829,6.1314,4.2929,7.7669,5.1869,5.1295,7.7824,6.2465,6.23,6.2313,7.8005,10.0654,7.157,5.1714,6.5931,6.9848,7.7261,7.7903,4.6945,5.5755,7.0299,7.3998,5.2214,4.9072,3.899,7.5145,6.875,7.2369,3.8345,3.5301,6.269,6.1005,7.0716,3.975,3.5037,3.7276,5.3677,7.4176,7.546,8.0574,4.5614,2.6561,4.8675,6.0111,7.4414,4.4746,3.5531,4.1033,6.9281,4.3377,6.7547,9.3118,4.3505,5.2946,5.1023,5.8886,4.1191,7.461,4.9001,7.5387,4.2978,8.5084,5.0662,3.6108,6.6798,6.2439,7.3155,4.466,5.5783,5.5143,7.7509,4.969,7.2475,3.4348,4.6768,7.2448,6.286,5.5736,5.4534,3.4775,5.5687,7.7168,5.652,2.5757,4.4273,6.5469,6.8603,4.5056,4.4268,7.9167,3.118,6.1572,4.1739,2.8926,5.873,6.6159,4.3411,7.4063,5.7981,5.7459,10.7462,2.4522,9.2355,6.8123,6.6321,7.7626,6.4767,6.2313,5.5297,5.0197,6.3124,5.3478,5.4904,7.3749,4.7806,4.2425,4.2392,7.3745,8.2826,4.197,7.982,5.9403,5.1132,4.2673,6.5774,6.3628,7.6252,6.7545,7.1822,8.0625,3.3335,4.9101,6.4165,3.0354,3.2801,6.9773,3.9166,3.2461,6.801,6.6037,8.3393,7.1088,4.3888,4.3307,5.4386,6.0163,7.7281,6.2197,4.7659,2.677,6.4503,4.784,9.6116,6.6892,7.9481,5.3343,8.5691,3.5914,3.2404,4.0227,5.4427,7.5892,5.3693,7.4786,9.7161,4.4287,5.0776,4.4105,5.5017,3.6445,5.1732,4.6058,3.7679,4.0137,4.9284,3.3337,6.5553,3.2752,6.0967,5.1721,5.1059,3.9986,5.7274,4.5488,4.5643,9.9996,10.1102,2.3914,5.9945,6.5537,8.5051,6.0871,4.8662,5.6177,3.8605,6.6585,6.9127,3.6281,5.5837,6.548,6.104,4.1405,4.8024,3.9722,6.9734,4.245,5.1731,6.6453,4.2886,3.2098,6.426,7.1456,7.7915,8.3355,3.1294,7.3882,5.7203,6.8297,3.2492,8.5416,3.2836
PLT027,Estres_hidrico,6.0988,3.8005,5.7144,5.5348,2.7438,5.6339,3.6308,6.6782,4.8379,3.9214,2.6447,4.2399,5.9467,7.3378,7.6719,6.9609,4.2782,8.8391,5.3753,3.5202,3.056,9.3211,6.9034,5.8801,6.4697,4.5125,7.0609,5.6766,10.2331,2.2624,5.8714,4.063,7.5717,4.2546,5.972,6.7423,6.3984,5.9502,5.3855,7.7892,10.65,7.3218,4.3241,6.7018,7.2671,6.9589,7.2051,3.9718,4.9025,5.9764,7.8234,6.4159,5.2628,4.6135,7.8954,7.5532,8.9468,3.1751,2.9744,6.2174,6.686,8.0417,3.9497,3.6661,3.0939,5.5009,7.7367,7.4317,7.9569,4.6446,2.7992,4.4988,6.4128,7.0818,4.6494,3.6451,3.7912,6.9844,3.8902,6.4006,10.7545,5.1362,3.8508,5.2791,6.5415,3.7532,7.1808,4.7211,7.7682,4.7008,9.137,6.1614,4.1218,6.3823,6.7984,7.5628,5.5921,4.5927,5.7409,8.9462,5.5139,7.9394,4.0692,4.7985,7.3671,5.8867,5.9432,5.0212,4.0573,5.7401,7.7864,5.2855,3.6678,4.3995,6.0627,6.4064,5.1969,4.1049,8.2788,3.9605,6.1538,3.5588,2.9162,5.0997,6.0357,4.1919,6.5556,6.321,4.8667,9.6272,3.675,9.5127,7.4134,6.1529,7.6808,7.1498,5.9338,6.376,6.1301,7.729,5.5382,5.6022,7.8992,4.9789,3.9444,4.0537,7.9047,6.3669,3.8956,8.0374,6.2519,5.1478,4.2657,6.6307,6.851,7.551,7.1168,7.8689,8.6771,4.0992,4.3227,6.3211,3.1483,3.0883,6.8534,4.3471,4.3202,7.4486,6.1482,6.9178,5.7721,3.7867,3.0528,5.1341,5.4753,6.6171,6.1063,4.671,3.7258,7.8781,3.6931,8.4456,6.084,7.4504,5.0315,10.3622,4.3872,3.8281,3.1993,5.8057,7.2125,4.713,7.557,8.8663,4.5645,5.4257,4.3838,5.5468,3.452,5.436,5.8948,4.4371,5.4142,5.6508,3.8583,6.46,3.5488,6.4261,5.095,4.8414,3.7039,6.0744,3.9577,4.7111,10.4698,9.8634,3.263,7.0637,6.0327,7.5483,5.4389,3.8217,6.0248,3.6892,6.987,6.6456,3.0724,6.5221,6.3457,6.4735,3.8515,5.1449,4.0966,7.6316,4.499,6.2419,6.5361,3.0093,3.9076,6.4045,7.2068,7.5941,8.193,4.0071,7.0749,5.6804,7.932,4.2653,8.2548,3.0211
PLT028,Estres_hidrico,6.7862,4.1295,5.0162,4.8501,3.9166,4.8307,4.0486,6.6601,4.6267,4.2361,3.704,4.9099,6.8263,7.6982,7.7393,5.9815,4.7748,7.7309,5.3721,4.3009,3.6885,9.2966,7.11,5.2766,6.3367,3.9236,6.2254,5.671,12.3386,3.9201,6.5358,4.8641,7.5489,4.7722,5.335,7.8641,6.7199,5.951,5.7204,8.4337,10.4017,7.0195,3.9195,6.4029,7.3803,7.1062,7.3105,4.1509,5.0456,6.5021,8.5727,5.4811,5.1897,4.3867,7.2933,8.0488,9.4659,2.9373,3.7274,6.5421,6.7652,7.0935,4.3074,4.2512,3.2138,5.4111,7.9603,7.1819,7.8399,3.5562,3.1955,5.2844,6.3662,7.469,4.6338,3.6602,3.6637,6.1742,4.305,7.4159,9.8279,5.1565,3.9308,4.8542,7.0812,3.8755,7.5222,4.7625,6.9256,4.1039,8.0873,5.2852,3.5706,6.6139,6.4102,7.9961,5.6869,5.1665,4.5972,7.1546,5.5122,7.8284,3.7908,5.3397,7.3683,5.667,5.6608,4.617,3.7511,6.1684,7.8134,4.5713,2.8286,3.8898,6.3939,6.6277,4.3363,4.2196,7.5273,3.9834,6.4753,3.6081,3.1655,5.7178,5.7514,3.1073,6.4679,6.6833,5.2512,9.5163,3.3548,10.5881,6.3438,7.0461,7.165,7.6225,6.5757,5.3409,5.2185,6.717,5.333,5.1414,7.4134,5.8224,3.2226,4.4168,7.6689,7.675,3.7229,7.5704,5.7159,5.1033,4.7404,5.9629,7.2842,7.5877,6.7862,7.906,9.5029,3.8156,4.9376,6.1071,3.3234,2.7176,5.9898,2.4158,3.5439,6.2197,6.8163,7.9927,6.706,4.174,3.8145,5.4809,5.3717,8.5932,6.8049,5.0932,3.3848,7.5059,4.2797,9.2083,6.4299,7.8957,4.9326,9.9098,3.8339,4.1038,3.2115,5.3884,7.8868,4.7181,6.6977,11.1523,4.6221,5.2589,5.1668,4.8034,3.8879,5.3129,5.7788,4.2748,4.9229,5.9016,4.0528,5.1486,2.8099,5.7726,5.6276,5.7363,3.6462,6.5198,3.6966,4.643,10.4367,9.9419,3.3272,6.863,6.5954,8.2914,5.9016,4.8287,5.9899,3.3341,7.4748,7.2971,3.6,6.1761,6.1226,6.5517,4.142,4.8428,3.6986,7.0032,4.7746,5.8236,7.0016,3.7867,3.3685,6.9496,6.6212,8.0789,8.236,3.6042,7.6777,5.5448,8.1851,2.614,8.2206,3.9365
PLT029,Estres_hidrico,5.8376,3.4942,5.12,5.0349,3.6239,5.564,3.757,6.66,5.1451,3.1656,3.9905,4.2683,6.8656,7.1434,8.3099,6.7218,4.3278,8.4322,5.1046,4.2541,2.7212,10.6163,7.1971,5.8939,5.6023,4.0786,6.3778,5.8043,9.4307,2.9223,6.1583,4.7122,7.9071,4.4546,5.8442,6.5781,6.7089,7.3044,5.2196,8.1356,11.3942,8.1558,3.9458,6.4966,6.3618,7.6393,7.2328,4.5898,5.2527,6.3165,8.4576,5.6973,5.9503,4.694,6.6246,7.1648,8.5963,2.9288,2.9241,6.3461,6.3862,7.3445,4.116,3.6156,3.2174,4.8494,7.3215,7.0872,7.058,4.0917,3.1529,4.848,6.3585,7.227,4.7178,4.0817,4.3152,6.7011,3.5304,6.2836,9.2659,4.6424,3.5375,5.0213,7.9846,4.3582,7.3884,4.5391,7.4154,5.0506,8.12,5.5852,3.6643,7.8208,6.5608,7.4972,4.9852,5.9667,4.9224,7.1656,5.3402,7.3509,3.5968,5.5213,7.6023,5.7054,5.562,4.9088,2.4307,5.953,7.5183,4.4717,2.4956,4.7098,6.7985,7.4949,5.7239,4.1954,8.2776,3.1295,6.2451,4.1711,3.0441,6.2845,6.2681,2.9735,7.2363,7.0704,6.2325,10.306,4.034,9.9642,7.6196,6.6087,7.8275,7.1306,5.8997,5.3018,4.9043,7.4311,5.7233,5.4119,7.6914,4.1956,4.1176,4.0594,7.6263,7.3819,4.005,7.7932,5.9799,4.8718,3.9184,6.8362,7.0003,7.1202,7.321,7.9346,9.5485,4.2913,4.1116,5.7572,4.1949,3.8554,6.6959,4.1623,3.436,7.2981,6.2773,6.3784,5.0734,4.2333,4.3312,5.3895,5.159,8.0482,5.9853,4.7704,2.6298,6.5325,4.4181,9.2564,7.2906,7.659,4.9022,9.4834,4.0421,4.5093,2.9002,5.8606,8.9143,5.1375,7.1246,10.3899,4.8871,4.6047,4.5329,5.2125,4.1213,4.8067,6.0745,4.2576,4.1884,5.9163,4.2055,6.8066,2.3069,6.7297,6.0345,5.5208,4.3418,6.4569,3.9557,5.1275,10.231,10.1684,3.6588,6.528,7.118,8.2013,5.1287,4.3666,6.5292,3.8876,6.8342,7.0335,3.7794,6.0078,6.0765,6.6552,3.7085,5.0568,4.2938,7.1764,4.7913,5.1922,6.5414,3.58,2.7928,6.4458,6.7906,7.2345,7.8379,3.3369,7.1992,5.5768,7.6617,2.9993,7.2913,3.4913
PLT030,Estres_hidrico,6.7477,3.6165,4.977,5.0462,3.0129,5.1237,3.3554,7.456,4.6826,4.2371,3.6499,4.5851,7.3212,7.1618,7.3283,6.8755,4.6169,9.0109,5.2977,3.4061,2.9894,10.0809,7.6055,5.965,6.0318,5.1717,6.7936,6.9203,10.2084,3.4038,6.3438,4.2507,7.5464,4.2255,5.982,7.543,6.5306,6.5663,5.4127,7.8377,9.1659,7.1266,4.4783,7.346,7.1968,7.1025,8.0097,3.7973,5.0903,6.167,8.8321,6.7013,4.7759,4.9422,6.7361,8.3553,9.2183,4.1233,3.497,6.2295,6.4684,7.2644,4.5501,3.8782,2.9753,5.1391,7.7075,6.832,8.216,3.9812,3.2958,5.0456,6.8712,7.7781,5.0368,3.3769,4.2625,7.0956,3.9618,6.9351,8.7217,4.4723,4.2042,4.8291,7.8921,3.9226,7.5346,3.7271,7.319,4.5697,7.8497,5.461,3.8428,6.7008,6.8341,7.2554,5.4409,5.6305,5.4784,7.6336,5.81,7.7834,3.6618,4.7366,7.0956,5.4193,5.2661,4.6553,3.4384,5.8911,7.9379,5.051,3.5253,4.274,7.4736,7.074,5.3323,4.2179,8.2663,4.1629,6.2266,4.5785,3.233,5.6429,5.958,2.5797,7.0836,6.8072,5.5997,9.1696,4.5054,10.5263,7.1325,6.5182,6.9751,7.5651,5.541,5.4347,4.7029,7.02,5.6093,5.8807,7.4758,5.1038,3.7754,4.7535,7.8253,7.0352,3.8808,8.4957,6.1738,4.5112,4.2389,6.0731,7.432,7.8314,7.083,7.5775,8.4195,3.8896,4.9946,5.6034,2.7347,3.651,6.046,4.2255,4.109,7.2071,6.5239,6.9632,7.2862,4.0153,4.8121,5.1261,4.6531,7.9159,6.9088,4.6495,3.3277,6.9706,4.3229,10.0551,6.2872,8.146,4.377,8.668,4.5435,3.7106,3.197,5.1945,8.0538,4.182,7.7023,9.9732,4.1669,4.674,4.688,5.7404,3.7818,5.501,5.4666,4.5923,4.8158,5.581,3.7949,5.9192,2.8502,6.916,5.2883,5.6415,3.701,5.1464,3.6917,4.348,10.3458,9.3986,3.0763,7.1688,5.8521,8.1055,5.7623,5.0212,5.9734,4.3541,7.0788,5.9989,4.4345,5.5766,5.9552,6.4694,4.2432,4.8786,4.3479,6.9763,4.8375,5.7632,6.982,4.2705,3.5774,6.6894,7.0939,7.0975,8.336,3.4685,7.5476,5.6129,7.7919,3.3305,7.5934,3.4757
